Rank,Article Number,Article Title,1st Author Name,Volume Number,Issue Number,Content Type,Online Publish Year,Print Publish Year,Open Access,DOI,PDF Downloads,HTML Views,Total Usage,Paper Citations To Date,Patent Citations To Date,Total Citations To Date,Author Keywords,IEEE Thesaurus Terms,URL
1817,10155662,Wearable 3D-Printed Thumb-Shaped Device Based on Fiber Bragg Grating Sensor for Epidural Space Detection,Francesca De Tommasi,23,15,orig-research,2023,2023,Y,10.1109/JSEN.2023.3286284,160,69,229,0,0,0,,Fiber gratings;Needles;Optical fiber sensors;Sensor phenomena and characterization;Sensors;Three-dimensional displays;Thumb,https://ieeexplore.ieee.org/document/10155662
1817,9158774,Corrections to ?Prognosis of Bearing Degeneration Using Adaptive Quaternion Least Mean Biquadrate Under Framework of Hypercomplex Data? [Mar 20 2659-2670],Qing Li,20,17,errata,2020,2020,N,10.1109/JSEN.2020.2991265,180,49,229,0,0,0,,Condition monitoring;Cost function;Maintenance engineering;Prognostics and health management;Quaternions;Regression analysis;Remaining life assessment,https://ieeexplore.ieee.org/document/9158774
1817,9925135,Received Signal Strength-Based Wireless Source Localization With Inaccurate Anchor Positions,Yang Liu,22,23,orig-research,2022,2022,N,10.1109/JSEN.2022.3213373,155,74,229,1,0,1,,Location awareness;Maximum likelihood estimation;Measurement uncertainty;Position measurement;Sensors;Uncertainty;Wireless sensor networks,https://ieeexplore.ieee.org/document/9925135
1817,9962806,"Ultrasensitive, Highly Repeatable, Ultrafast MoO3/P-Si Heterostructure-Based Photodetector",Sharmila B,23,3,orig-research,2022,2023,N,10.1109/JSEN.2022.3223102,151,78,229,1,0,1,,Crystals;Optical sensors;Photodetectors;Radio frequency;Scanning electron microscopy;Silicon;X-ray scattering,https://ieeexplore.ieee.org/document/9962806
1817,8822490,A Variable-Potential Amperometric Hydrocarbon Sensor,Masoud Aliramezani,19,24,orig-research,2019,2019,N,10.1109/JSEN.2019.2938920,130,99,229,6,0,6,,Amperometric sensors;Electric potential;Electrodes;Hydrocarbons;Temperature measurement;Temperature sensors,https://ieeexplore.ieee.org/document/8822490
1817,9454466,Simultaneous Determination of Catechol and Hydroquinone Using Nickel Nanoparticles\Poly-4-Nitroaniline Nanocomposite Modified Glassy Carbon Electrode,Chedia Ben Ali Hassine,21,17,orig-research,2021,2021,N,10.1109/JSEN.2021.3089249,149,80,229,3,0,3,,Carbon;Electric potential;Electrodes;Nanoparticles;Nickel;Surface impedance;Surface treatment,https://ieeexplore.ieee.org/document/9454466
1817,9908438,An Umbo Microphone for Fully-Implantable Assistive Hearing Devices,Benjamin G. Cary,22,22,orig-research,2022,2022,N,10.1109/JSEN.2022.3209966,147,82,229,0,0,0,,Auditory system;Boundary conditions;Cochlear implants;Ear;Electrodes;Microphones;Sensors,https://ieeexplore.ieee.org/document/9908438
1817,9687578,A Field Self-Adjusting Method for Electrochemical Seismometer Based on Dynamic Feedback Network,Ang Li,22,5,orig-research,2022,2022,N,10.1109/JSEN.2022.3145154,139,90,229,0,0,0,,Built-in self-test;Dynamics;Force;Force feedback;Frequency response;Sensors;Transfer functions,https://ieeexplore.ieee.org/document/9687578
1817,9734057,A Novel Topological Optimization Method for Multi-Substance-Sensor Microfluidics Devices,Liang Chen,22,9,orig-research,2022,2022,N,10.1109/JSEN.2022.3159702,148,81,229,0,0,0,,Biological cells;Energy dissipation;Manganese;Microfluidics;Optimization;Sensors;Topology,https://ieeexplore.ieee.org/document/9734057
1817,9896724,Fast and Robust Star Identification Using Color Ratio Information,Yanzhao Niu,22,21,orig-research,2022,2022,N,10.1109/JSEN.2022.3206103,136,93,229,3,0,3,,Classification algorithms;Colored noise;Heuristic algorithms;Image color analysis;Imaging;Manganese;Stars,https://ieeexplore.ieee.org/document/9896724
1817,10014687,Novel Control Theoretic Consensus-Based Time Synchronization Algorithm for WSN in Industrial Applications: Convergence Analysis and Performance Characterization,Yeong Chin Koo,23,4,orig-research,2023,2023,N,10.1109/JSEN.2022.3231726,155,74,229,1,0,1,,Clocks;Convergence;Internet of Things;Protocols;Sensors;Synchronization;Wireless sensor networks,https://ieeexplore.ieee.org/document/10014687
1817,9020064,Single-Channel sEMG Dictionary Learning Classification of Ingestive Behavior on Cows,Daniel Prado Campos,20,13,orig-research,2020,2020,N,10.1109/JSEN.2020.2977768,153,76,229,4,0,4,,Animals;Dictionaries;Electromyography;Feature extraction;Machine learning;Sensors;Sparse matrices,https://ieeexplore.ieee.org/document/9020064
1817,8938760,3D Reconstruction of Face Image Authentication Technology in Electronic Transaction Authentication,Daming Li,20,20,orig-research,2019,2020,N,10.1109/JSEN.2019.2958655,162,67,229,5,0,5,,Authentication;Face;Face recognition;Image segmentation;Three-dimensional displays;Topology;Training,https://ieeexplore.ieee.org/document/8938760
1817,9197619,Cost-Effective and Smart Text Sensing and Spotting in Blurry Scene Images Using Deep Networks,Randheer Bagi,21,22,orig-research,2020,2021,N,10.1109/JSEN.2020.3024257,159,70,229,3,0,3,,Cameras;Convolution;Feature extraction;Proposals;Real-time systems;Sensors;Text recognition,https://ieeexplore.ieee.org/document/9197619
1817,9580853,An Improved Greedy Reduction Algorithm Based on Neighborhood Rough Set Model for Sensors Screening of Exoskeleton,Zhuo Qi,21,23,orig-research,2021,2021,N,10.1109/JSEN.2021.3121422,157,72,229,5,0,5,,Exoskeletons;Hip;Legged locomotion;Robot sensing systems;Sensor fusion;Sensor systems;Sensors,https://ieeexplore.ieee.org/document/9580853
1817,9908462,Optical System Design Method of Near-Earth Short-Wave Infrared Star Sensor,Bingwen Wang,22,22,orig-research,2022,2022,N,10.1109/JSEN.2022.3210027,135,94,229,4,0,4,,Optical distortion;Optical imaging;Optical sensors;Satellites;Sensor systems;Sensors;Stars,https://ieeexplore.ieee.org/document/9908462
1817,10040598,Diversity Knowledge Distillation for LiDAR-Based 3-D Object Detection,Kanglin Ning,23,11,orig-research,2023,2023,N,10.1109/JSEN.2023.3241624,185,44,229,0,0,0,,Detectors;Feature extraction;Laser radar;Object detection;Point cloud compression;Sensors;Three-dimensional displays,https://ieeexplore.ieee.org/document/10040598
1817,10106788,Recognition of Approximate Motions of Human Based on Micro-Doppler Features,Ziqian Wang,23,11,orig-research,2023,2023,N,10.1109/JSEN.2023.3267820,155,74,229,0,0,0,,Clutter;Doppler effect;Feature extraction;Frequency modulation;Spectrogram;Time-frequency analysis;Wearable sensors,https://ieeexplore.ieee.org/document/10106788
1817,9138419,Assay of Direct Digital Output Floating-Wiper Inductive Displacement Sensor,Aparna Mohan,20,23,orig-research,2020,2020,N,10.1109/JSEN.2020.3008472,152,77,229,4,0,4,,Air gaps;Displacement measurement;Prototypes;Sensor phenomena and characterization;Transducers,https://ieeexplore.ieee.org/document/9138419
1817,9524688,An Efficient Implementation of Intermodulation Radar With an Integrated EMI Sensor,H�seyin Aniktar,21,20,orig-research,2021,2021,N,10.1109/JSEN.2021.3108633,158,71,229,1,0,1,,Antennas;Electromagnetic interference;Harmonic analysis;Metals;Radar;Radar detection;Sensors,https://ieeexplore.ieee.org/document/9524688
1817,9620063,A Collagen Thin Film-Based Bioimpedance Sensor for Cell Proliferation Rate Assessment,Masoomeh Ashoorirad,22,1,orig-research,2021,2022,N,10.1109/JSEN.2021.3129351,160,69,229,1,0,1,,Bioimpedance;Biomedical measurement;Electrodes;Impedance;Impedance measurement;Microscopy;Surface impedance,https://ieeexplore.ieee.org/document/9620063
1817,9852128,Performance Analysis of an Outer Rotor Variable Reluctance Resolver,M. Bahari,22,18,orig-research,2022,2022,N,10.1109/JSEN.2022.3195728,166,63,229,1,0,1,,Air gaps;Rotors;Sensors;Shape;Signal resolution;Voltage;Windings,https://ieeexplore.ieee.org/document/9852128
1817,8779746,Spatial Position Measurement of Multiple Targets Using a Line Lasers and a Plane Array Camera,Hanshan Li,19,22,orig-research,2019,2019,N,10.1109/JSEN.2019.2931802,173,56,229,2,0,2,,Cameras;Laser modes;Measurement by laser beam;Position measurement;Projectiles;Testing,https://ieeexplore.ieee.org/document/8779746
1817,9877724,High Resolution and Stability Self-Reference Plasmonic Sensor With Metallic Grating on Multilayered Dielectric Cavity Substrate,Ling Guo,22,20,orig-research,2022,2022,N,10.1109/JSEN.2022.3202109,138,91,229,3,0,3,,Dielectrics;Gratings;Metals;Plasmons;Q-factor;Sensitivity;Sensors,https://ieeexplore.ieee.org/document/9877724
1818,9158006,Multi-Modal Sensing Platform for Continuous Analysis of Maple Syrup in Production Process,Hamza Landari,21,16,orig-research,2020,2021,N,10.1109/JSEN.2020.3014233,159,69,228,0,0,0,,Impedance;Optical sensors;Sugar;Temperature measurement;Temperature sensors,https://ieeexplore.ieee.org/document/9158006
1818,9994686,Design and Investigation of a Fiber Bragg Grating Tilt Sensor With Vibration Damping,Yongxing Guo,23,3,orig-research,2022,2023,N,10.1109/JSEN.2022.3229397,159,69,228,1,0,1,,Damping;Fiber gratings;Mechanical sensors;Optical fiber sensors;Sensors;Structural beams;Vibrations,https://ieeexplore.ieee.org/document/9994686
1818,9130734,Theoretical and Experimental Analysis of Novel Rhombus Shaped Magnetoelastic Sensors With Enhanced Mass Sensitivity,Paula G. Saiz,20,22,orig-research,2020,2020,N,10.1109/JSEN.2020.3006379,149,79,228,6,0,6,,Geometry;Magnetic resonance;Magnetic sensors;Resonators;Sensitivity,https://ieeexplore.ieee.org/document/9130734
1818,10132375,Implementation of a Low-Cost Chipless RFID System With Paper-Based Substrates Printed Tags for Traceability Applications in the Packaging Sector,Peio Lopez-Iturri,23,13,orig-research,2023,2023,N,10.1109/JSEN.2023.3277630,148,80,228,0,0,0,,Costs;Ink;Packaging;Printing;RFID tags;Sensors;Substrates,https://ieeexplore.ieee.org/document/10132375
1818,9768812,DFB Fiber Laser Based on External Optical Feedback Theory Applied in Long-Distance Power Transformer Partial Discharge Detection,Jixian Qiao,22,12,orig-research,2022,2022,N,10.1109/JSEN.2022.3172708,144,84,228,2,0,2,,Fiber lasers;Lead;Optical fiber couplers;Optical fiber sensors;Optical fiber theory;Optical fibers;Partial discharges,https://ieeexplore.ieee.org/document/9768812
1818,8864064,Fiber Bragg Grating Sensors for Clinical Measurement of the First Metatarsophalangeal Joint Quasi-Stiffness,Pui Wah Kong,20,3,orig-research,2019,2020,N,10.1109/JSEN.2019.2946880,148,80,228,10,0,10,,Biomedical measurement;Fiber gratings;Foot;Loading;Sensors;Strain,https://ieeexplore.ieee.org/document/8864064
1818,9214490,MMPD: A Novel Malicious PDF File Detector for Mobile Robots,Yuning Cui,22,18,orig-research,2020,2022,N,10.1109/JSEN.2020.3029083,170,58,228,1,0,1,,Feature extraction;Machine learning;Malware;Mobile robots;Portable document format;Security,https://ieeexplore.ieee.org/document/9214490
1818,9301319,Deformation Method of Self-Mixing Laser Sensor?s Feedback Phase for Estimation of Optical Feedback Coupling Factor and Displacement,Junaid Iqbal Khan,21,6,orig-research,2020,2021,N,10.1109/JSEN.2020.3046266,155,73,228,6,0,6,,Estimation;Laser feedback;Mathematical model;Optical feedback;Optical sensors;Sensors;Strain,https://ieeexplore.ieee.org/document/9301319
1818,10089399,An Adaptive Robust Cubature Kalman Filter Based on Sage-Husa Estimator for Improving Ship Heave Measurement Accuracy,Tao Zou,23,9,orig-research,2023,2023,N,10.1109/JSEN.2023.3260300,144,84,228,1,0,1,,Adaptation models;Band-pass filters;Filtering algorithms;Kalman filters;Marine vehicles;Sea measurements;Sensors,https://ieeexplore.ieee.org/document/10089399
1818,10130772,Geometry-Defined Response Time and Sensitivity for Microneedle-Based Amperometric Sensors,Marco Fratus,23,13,orig-research,2023,2023,N,10.1109/JSEN.2023.3277425,135,93,228,0,0,0,,Delays;Dermis;Enzymes;Manganese;Sensitivity;Sensors;Time factors,https://ieeexplore.ieee.org/document/10130772
1818,9474509,A Time Synchronization Method Between FBG Deformation Measurement System and Airborne DPOS Based on Waveform Matching,Yihong Sun,21,18,orig-research,2021,2021,N,10.1109/JSEN.2021.3093979,152,76,228,2,0,2,,Bending;Fiber gratings;Sensors;Strain;Synchronization;Temperature sensors;Vibrations,https://ieeexplore.ieee.org/document/9474509
1818,9513295,Monitoring Social Distancing in Queues Using Infrared Array Sensor,Marwane Rezzouki,22,17,orig-research,2021,2022,N,10.1109/JSEN.2021.3104669,167,61,228,2,0,2,,Diseases;Human factors;Monitoring;Sensors;Social factors;Temperature measurement;Temperature sensors,https://ieeexplore.ieee.org/document/9513295
1818,9968248,Colorimetric Aptasensor for Sensitive Glypican-3 Detection Based on Hemin-Reduced Oxide Graphene-Platinum@Palladium Nanoparticles With Peroxidase-Like Activity,Guiyin Li,23,1,orig-research,2022,2023,N,10.1109/JSEN.2022.3224554,163,65,228,0,0,0,,Electron tubes;Probes;Proteins;Sensors;Stability analysis;Substrates;Thermal stability,https://ieeexplore.ieee.org/document/9968248
1818,10102431,Software-Defined Radio-Based Contactless Localization for Diverse Human Activity Recognition,Umer Saeed,23,11,orig-research,2023,2023,N,10.1109/JSEN.2023.3265867,168,60,228,0,0,0,,Hardware;Location awareness;OFDM;Performance evaluation;Radio frequency;Sensors;Wireless fidelity,https://ieeexplore.ieee.org/document/10102431
1818,10117549,Highly Flexible Triboelectric Nanogenerator Based on PVDF Nanofibers for Biomechanical Energy Harvesting and Telerehabilitation via Human Body Movement,Harris Varghese,23,13,orig-research,2023,2023,N,10.1109/JSEN.2023.3271663,140,88,228,0,0,0,,Biomechanics;Energy harvesting;Force;Mechanical sensors;Sensors;Surface morphology;Triboelectricity,https://ieeexplore.ieee.org/document/10117549
1818,9591564,Compensation Methods for pH Direct Measurement in Soilless Culture Substrates Using the All-Solid-Stated pH Sensor,Cheng Chen,21,23,orig-research,2021,2021,N,10.1109/JSEN.2021.3123658,149,79,228,2,0,2,,Electric potential;Electrodes;Sensors;Soil;Soil measurements;Substrates;Temperature measurement,https://ieeexplore.ieee.org/document/9591564
1818,10089398,Optical Fiber Sensors Systems in Oil Tanks: Toward Structural Health Monitoring and Liquid-Level Estimation,Renan C. Lazaro,23,10,orig-research,2023,2023,N,10.1109/JSEN.2023.3261985,156,72,228,0,0,0,,Fiber gratings;Optical fiber sensors;Rubber;Sensor arrays;Sensor systems;Sensors;Strain,https://ieeexplore.ieee.org/document/10089398
1819,9417214,Proposal of a Fault-Tolerance Technique for 1-ph Open Circuit Fault in Resolvers,M. Bahari,21,14,orig-research,2021,2021,N,10.1109/JSEN.2021.3076173,163,64,227,16,0,16,,Circuit faults;Rotors;Sensors;Signal resolution;Stator cores;Stator windings;Windings,https://ieeexplore.ieee.org/document/9417214
1819,9771409,A Fusion Map Matching Method for Low-Cost Ground Autonomic Positioning System,Tianxiao Song,22,12,orig-research,2022,2022,N,10.1109/JSEN.2022.3174053,134,93,227,0,0,0,,Bending;Dead reckoning;Inertial navigation;Roads;Sensors;Shape;Trajectory,https://ieeexplore.ieee.org/document/9771409
1819,9143138,Research on the Performance and Improvement of Uniform Linear Sensors Array-Based Impact Localization Method Under Vibration Conditions,Zhenghao Zhang,20,24,orig-research,2020,2020,N,10.1109/JSEN.2020.3009981,142,85,227,3,0,3,,Adaptive filters;Multiple signal classification;Vibrations,https://ieeexplore.ieee.org/document/9143138
1819,9376946,An Optimization Model for Process Traceability in Case-Based Reasoning Based on Ontology and the Genetic Algorithm,Yineng Chen,21,22,orig-research,2021,2021,N,10.1109/JSEN.2021.3065757,151,76,227,5,0,5,,Cognition;Genetic algorithms;Ontologies;Optimization;Production;Quality assessment;Raw materials,https://ieeexplore.ieee.org/document/9376946
1819,9707772,Statistical Normalization for a Guided Clustering Type-2 Fuzzy System for WSN,A. J. Yuste-Delgado,22,6,orig-research,2022,2022,N,10.1109/JSEN.2022.3150066,147,80,227,1,0,1,,Base stations;Clustering algorithms;Clustering methods;Fuzzy systems;Input variables;Sensors;Wireless sensor networks,https://ieeexplore.ieee.org/document/9707772
1819,9875121,Investigation of AlGaZnO pH Sensors Fabricated by Using Cosputtering System,Shu-Bai Liu,22,20,orig-research,2022,2022,N,10.1109/JSEN.2022.3201159,121,106,227,0,0,0,,II-VI semiconductor materials;Rough surfaces;Sensitivity;Sensors;Surface morphology;Surface roughness;Zinc oxide,https://ieeexplore.ieee.org/document/9875121
1819,10066266,Design and Characterization of a 16�16 CMOS Capacitive DNA Sensor Array,Po-Hsuan Lai,23,8,orig-research,2023,2023,N,10.1109/JSEN.2023.3253123,139,88,227,3,0,3,,Biosensors;Capacitive sensors;Clocks;DNA;Electrodes;Sensor arrays;Sensors,https://ieeexplore.ieee.org/document/10066266
1819,10065428,Adaptive Time-Reassigned Synchrosqueezing Transform for Bearing Fault Diagnosis,Wei Liu,23,8,orig-research,2023,2023,N,10.1109/JSEN.2023.3250391,156,71,227,1,0,1,,Entropy;Sensor phenomena and characterization;Signal reconstruction;Signal resolution;Time-frequency analysis;Transforms;Transient analysis,https://ieeexplore.ieee.org/document/10065428
1819,8994065,Multimode Interference in a Large-Loop Microfiber Structure and Its Application to Humidity Sensing,Huaiyin Su,20,12,orig-research,2020,2020,N,10.1109/JSEN.2020.2973275,134,93,227,1,0,1,,Adiabatic;Humidity;Interference;Optical fiber sensors;Optical fibers,https://ieeexplore.ieee.org/document/8994065
1819,9723054,Development of a High-Resolution Touch Trigger Probe Based on an Optical Lever for Measuring Micro Components,Xiao-Yu Feng,22,7,orig-research,2022,2022,N,10.1109/JSEN.2022.3155636,137,90,227,3,0,3,,Interferometers;Optical fiber sensors;Optical interferometry;Optical sensors;Probes;Sensors;Three-dimensional displays,https://ieeexplore.ieee.org/document/9723054
1819,9744125,"A Semi-Modularization Moment, Axial Force and Torque Force Sensor, From Concept to Realization",Limin Ren,22,9,orig-research,2022,2022,N,10.1109/JSEN.2022.3163134,144,83,227,0,0,0,,Flanges;Force;Force sensors;Sensors;Strain;Torque;Voltage,https://ieeexplore.ieee.org/document/9744125
1819,9827938,Electronic Modeling for Resistive Textile Matrices,Jingyuan Cheng,22,16,orig-research,2022,2022,N,10.1109/JSEN.2022.3188490,142,85,227,0,0,0,,Electrical resistance measurement;Immune system;Mathematical models;Resistance;Sensors;Textiles;Voltage measurement,https://ieeexplore.ieee.org/document/9827938
1819,9991995,Damage Identification for Isotropic Structures Using Lamb Wave Based on a Reference-Free Location Imaging Method,Zhenfa Yang,23,3,orig-research,2022,2023,N,10.1109/JSEN.2022.3228746,154,73,227,1,0,1,,Aluminum alloys;Chirp;Imaging;Location awareness;Piezoelectric transducers;Sensor arrays;Sensors,https://ieeexplore.ieee.org/document/9991995
1819,9336693,Development of a High-Precision Multifunctional Probe for Measuring Microstructures,Rui-Jun Li,21,7,orig-research,2021,2021,N,10.1109/JSEN.2021.3054965,167,60,227,0,0,0,,Focusing;Lenses;Measurement by laser beam;Probes;Semiconductor device measurement;Sensors;Surface topography,https://ieeexplore.ieee.org/document/9336693
1819,9469894,Multi-Modality Learning for Non-Rigid 3D Shape Retrieval via Structured Sparsity Regularizations,Luqing Luo,21,20,orig-research,2021,2021,N,10.1109/JSEN.2021.3094122,161,66,227,1,0,1,,Eigenvalues and eigenfunctions;Kernel;Manifolds;Sensors;Shape;Strain;Three-dimensional displays,https://ieeexplore.ieee.org/document/9469894
1819,9779142,Lab-on-Paper Strip Chemical Sensor: Reversible Visible Sensor for Detection of Acids Using Naphthalenediimide Derivative,Mehak Ahuja,22,13,orig-research,2022,2022,N,10.1109/JSEN.2022.3175503,136,91,227,0,0,0,,Chemical sensors;Fluorescence;Nuclear magnetic resonance;Sensitivity;Sensor phenomena and characterization;Sensors;Strips,https://ieeexplore.ieee.org/document/9779142
1819,9903350,RBDMS: Rate-Adaptation and Buffer-Awareness Data Gathering for Mobile Sink Scheduling in WSNs,Morteza Biabani,22,21,orig-research,2022,2022,N,10.1109/JSEN.2022.3207879,156,71,227,2,0,2,,Data collection;Delays;Integer programming;Monitoring;Sensors;Trajectory planning;Wireless sensor networks,https://ieeexplore.ieee.org/document/9903350
1819,9925909,Nonlinear Error Correction for Magnetic Encoders,Hsiang-Chun Chuang,23,9,orig-research,2022,2023,N,10.1109/JSEN.2022.3214575,160,67,227,0,0,0,,Magnetic field measurement;Magnetic sensors;Measurement errors;Measurement uncertainty;Optical sensors;Sensors;Shafts,https://ieeexplore.ieee.org/document/9925909
1819,10190310,Toward Continuous Nano-Plastic Monitoring in Water by High Frequency Impedance Measurement With Nano-Electrode Arrays,Daniele Goldoni,23,17,orig-research,2023,2023,Y,10.1109/JSEN.2023.3296158,142,85,227,0,0,0,,Capacitance;Electrodes;Nanobioscience;Particle measurements;Pollution measurement;Sensors;Water pollution,https://ieeexplore.ieee.org/document/10190310
1820,9694657,Self-Calibrated AC Zero Potential Circuit for Two-Dimensional Impedimetric Sensor Matrices,Zheng Hu,22,6,orig-research,2022,2022,N,10.1109/JSEN.2022.3147038,145,81,226,1,0,1,,Current measurement;Impedance;Impedance measurement;Mathematical models;Operational amplifiers;Sensor phenomena and characterization;Voltage measurement,https://ieeexplore.ieee.org/document/9694657
1820,10048759,Intentionally Light-Loss Carbon-Optic Fiber (COF) Twisted Sensor for Calf Strength Sensing via Monitoring Vastus Medialis,Yanggang Feng,23,9,orig-research,2023,2023,N,10.1109/JSEN.2023.3244576,158,68,226,2,0,2,,Claddings;Optical fiber losses;Optical fiber sensors;Optical fibers;Optical refraction;Optical waveguides;Sensors,https://ieeexplore.ieee.org/document/10048759
1820,10038710,Noninvasive Image Reconstruction of Flowing Thrombus With Electrical Capacitance Tomography,Quanqi Che,23,6,orig-research,2023,2023,N,10.1109/JSEN.2023.3238747,153,73,226,0,0,0,,Coagulation;Data acquisition;Electrodes;Real-time systems;Sensor systems;Sensors;Voltage measurement,https://ieeexplore.ieee.org/document/10038710
1820,9279234,Quantitative Estimation of Dynamic Modulation in Remote Environment Sensing,Srikar A,21,5,orig-research,2020,2021,N,10.1109/JSEN.2020.3041725,136,90,226,0,0,0,,Dynamics;Force;Impedance;Modulation;Robot sensing systems;Robots;Sensors,https://ieeexplore.ieee.org/document/9279234
1820,9979772,Secrecy Rate Maximization for Multicarrier-Based Cognitive Radio Networks With an Energy Harvesting Jammer,Kaikai Chi,23,3,orig-research,2022,2023,N,10.1109/JSEN.2022.3226199,168,58,226,0,0,0,,Energy harvesting;Jamming;Quality of service;Radio frequency;Resource management;Sensors;Wireless sensor networks,https://ieeexplore.ieee.org/document/9979772
1820,9529212,Segmented Noise Reduction Based on Brillouin-Spectrum-Partition in Brillouin Optical Time Domain Sensors,Yuyang Zhang,21,20,orig-research,2021,2021,N,10.1109/JSEN.2021.3110205,143,83,226,3,0,3,,Maximum likelihood detection;Noise measurement;Noise reduction;Nonlinear filters;Optical fiber filters;Optical fiber sensors;Scattering,https://ieeexplore.ieee.org/document/9529212
1820,9866645,Prospects for Developing Pressure and Tactile Sensors Based on Surface Plasmon Resonance,Jos� Ot�vio Maciel-Neto,22,19,orig-research,2022,2022,N,10.1109/JSEN.2022.3199730,138,88,226,2,0,2,,Measurement by laser beam;Pressure measurement;Semiconductor device measurement;Sensors;Strain;Surface treatment;Wavelength measurement,https://ieeexplore.ieee.org/document/9866645
1820,10075368,"Design, Preparation, and Performance Study of a Miniaturized High-Temperature Thick-Film Heat Flux Sensor",Hao Xie,23,11,orig-research,2023,2023,N,10.1109/JSEN.2023.3255919,157,69,226,2,0,2,,Ceramics;Electrodes;Sensors;Substrates;Temperature sensors;Thermal resistance;Water heating,https://ieeexplore.ieee.org/document/10075368
1820,9917363,Magnetic Field Sensor Based on a Fiber Taper Integrated in a Magnetic Polymer Micro-Ellipsoid,Min Li,23,1,orig-research,2022,2023,N,10.1109/JSEN.2022.3212462,174,52,226,2,0,2,,Magnetic cores;Magnetic resonance;Magnetic sensors;Optical fiber sensors;Optical fibers;Polymers;Sensors,https://ieeexplore.ieee.org/document/9917363
1820,9005254,Comparison of Detection Error in Depth-Profiling Between Selective-Passivation and Incremental Compensation for Electrical Impedance Spectroscopy on a Needle,Jinhwan Kim,20,11,orig-research,2020,2020,N,10.1109/JSEN.2020.2975245,132,94,226,1,0,1,,Conductivity;Electrodes;Fats;Impedance;Permittivity;Sensors;Spectroscopy,https://ieeexplore.ieee.org/document/9005254
1820,9967921,A Sensitive Surface-Plasmon-Resonance (SPR)-Immunosensor Based on Multilayers of Graphene Oxide and Gold Nanoparticles for Epidermal Growth Factor Receptor Detection,Hooriyeh Sadat Nourbakhsh,23,1,orig-research,2022,2023,N,10.1109/JSEN.2022.3223105,174,52,226,0,0,0,,Biosensors;Gold;Graphene;Immune system;Nanoparticles;Optical surface waves;Sensors,https://ieeexplore.ieee.org/document/9967921
1820,10123403,A Differential Microwave Sensor Loaded With Magnetic-LC Resonators for Simultaneous Thickness and Permittivity Measurement of Material Under Test by Odd- and Even-Mode,Wen-Jing Wu,23,12,orig-research,2023,2023,N,10.1109/JSEN.2023.3273541,155,71,226,1,0,1,,Integrated circuit modeling;Microstrip;Microstrip resonators;Microwave sensors;Permittivity;Resonators;Sensors,https://ieeexplore.ieee.org/document/10123403
1820,8332483,Nanostructured Spherical-Shaped Sc(III) Polyacrylate for Monitoring the Moisture Level,Samiksha Sikarwar,18,11,orig-research,2018,2018,N,10.1109/JSEN.2018.2823383,168,58,226,14,0,14,,Ethanol;Humidity;Scandium;Scanning electron microscopy;Sensors;Surface morphology;Surface treatment,https://ieeexplore.ieee.org/document/8332483
1820,9216100,Design and Fabrication Considerations for Thermo-Resistive Pixel Detectors for Room Temperature Directional Long Wavelength IR Sensing,Siamack Vosoogh-Grayli,21,4,orig-research,2020,2021,N,10.1109/JSEN.2020.3029433,151,75,226,1,0,1,,Detectors;Heating systems;Mathematical model;Robot sensing systems;Temperature sensors,https://ieeexplore.ieee.org/document/9216100
1820,9594737,Optical Fiber Grating Geophone Assisted With a Hollow Triangle Beam,Zilin Wang,21,24,orig-research,2021,2021,N,10.1109/JSEN.2021.3122974,146,80,226,7,0,7,,Demodulation;Fiber gratings;Frequency measurement;Optical fiber sensors;Sensors;Vibration measurement;Vibrations,https://ieeexplore.ieee.org/document/9594737
1821,10142957,A Highly Sensitive Flexible Capacitive Pressure Sensor With Wide Detection Range Based on Bionic Gradient Microstructures,Xuefeng Zhang,23,14,orig-research,2023,2023,N,10.1109/JSEN.2023.3280248,148,77,225,1,0,1,,Dielectrics;Electrodes;Microstructure;Pressure sensors;Sensors;Surface morphology;Surface treatment,https://ieeexplore.ieee.org/document/10142957
1821,10018891,Kilometer Sign Positioning-Aided INS/Odometer Integration for Land Vehicle Autonomous Navigation,Huawei Hu,23,4,orig-research,2023,2023,N,10.1109/JSEN.2023.3236063,161,64,225,1,0,1,,Autonomous robots;Cameras;Land vehicles;Navigation;Roads;Simultaneous localization and mapping;Visualization,https://ieeexplore.ieee.org/document/10018891
1821,10137427,Multiple Photo-Excited NH3 Gas Sensors Based on WS2/CuO Heterostructures With High Sensitivity and Reliable Anti-Humidity Ability,Bowen Tan,23,13,orig-research,2023,2023,N,10.1109/JSEN.2023.3278935,126,99,225,1,0,1,,Gas detectors;Photonic band gap;Scanning electron microscopy;Sensitivity;Sensors;Temperature sensors;X-ray scattering,https://ieeexplore.ieee.org/document/10137427
1821,9201138,Modeling of Active Fiber Loop Ring-Down Spectroscopy Considering Non-Linear Effects of EDFA Gain,Tongwei Chu,21,3,orig-research,2020,2021,N,10.1109/JSEN.2020.3025059,146,79,225,3,0,3,,Absorption;Cavity resonators;Erbium-doped fiber amplifiers;Loss measurement;Optical fiber amplifiers;Optical fiber sensors,https://ieeexplore.ieee.org/document/9201138
